,_id,order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer,geometria,producto,cantidad,opiniones
125,6207981ff1ffd716fe69da08,ORD359121,ID0746912589,2019-08-21,Nickolson,"('iAssist Line', 1)",22175,66.13,-37.8242254,144.9840358,5,21132.38,Winter,True,1.4195,gary w. description didn't mention it used a micro-sim card.,False,"{'type': 'Point', 'coordinates': [144.9840358, -37.8242254]}",iAssist Line,1,Poor
125,6207981ff1ffd716fe69da08,ORD359121,ID0746912589,2019-08-21,Nickolson,"('Candle Inferno', 1)",22175,66.13,-37.8242254,144.9840358,5,21132.38,Winter,True,1.4195,gary w. description didn't mention it used a micro-sim card.,False,"{'type': 'Point', 'coordinates': [144.9840358, -37.8242254]}",Candle Inferno,1,Poor
125,6207981ff1ffd716fe69da08,ORD359121,ID0746912589,2019-08-21,Nickolson,"('pearTV', 2)",22175,66.13,-37.8242254,144.9840358,5,21132.38,Winter,True,1.4195,gary w. description didn't mention it used a micro-sim card.,False,"{'type': 'Point', 'coordinates': [144.9840358, -37.8242254]}",pearTV,2,Poor
125,6207981ff1ffd716fe69da08,ORD359121,ID0746912589,2019-08-21,Nickolson,"('Universe Note', 2)",22175,66.13,-37.8242254,144.9840358,5,21132.38,Winter,True,1.4195,gary w. description didn't mention it used a micro-sim card.,False,"{'type': 'Point', 'coordinates': [144.9840358, -37.8242254]}",Universe Note,2,Poor
126,6207981ff1ffd716fe69da99,ORD330641,ID3516648756,2019-11-23,Nickolson,"('Universe Note', 2)",25105,104.49,-37.8113898,144.9714697,5,23954.24,Spring,True,0.8196,"it's a super hi-tech high-value phone i'm saying goodbye to lg product and olivia universe note i love this phone came brand new,it beats the universe note and is super fast,camera is incredible",True,"{'type': 'Point', 'coordinates': [144.9714697, -37.8113898]}",Universe Note,2,Good
126,6207981ff1ffd716fe69da99,ORD330641,ID3516648756,2019-11-23,Nickolson,"('Olivia x460', 1)",25105,104.49,-37.8113898,144.9714697,5,23954.24,Spring,True,0.8196,"it's a super hi-tech high-value phone i'm saying goodbye to lg product and olivia universe note i love this phone came brand new,it beats the universe note and is super fast,camera is incredible",True,"{'type': 'Point', 'coordinates': [144.9714697, -37.8113898]}",Olivia x460,1,Good
126,6207981ff1ffd716fe69da99,ORD330641,ID3516648756,2019-11-23,Nickolson,"('Thunder line', 2)",25105,104.49,-37.8113898,144.9714697,5,23954.24,Spring,True,0.8196,"it's a super hi-tech high-value phone i'm saying goodbye to lg product and olivia universe note i love this phone came brand new,it beats the universe note and is super fast,camera is incredible",True,"{'type': 'Point', 'coordinates': [144.9714697, -37.8113898]}",Thunder line,2,Good
126,6207981ff1ffd716fe69da99,ORD330641,ID3516648756,2019-11-23,Nickolson,"('pearTV', 2)",25105,104.49,-37.8113898,144.9714697,5,23954.24,Spring,True,0.8196,"it's a super hi-tech high-value phone i'm saying goodbye to lg product and olivia universe note i love this phone came brand new,it beats the universe note and is super fast,camera is incredible",True,"{'type': 'Point', 'coordinates': [144.9714697, -37.8113898]}",pearTV,2,Good
127,6207981ff1ffd716fe69db33,ORD131664,ID1288940365,2019-04-18,Thompson,"('Olivia x460', 1)",3685,62.8,-37.8187901,144.9529565,15,3195.05,Autumn,True,0.8554,the button was fine so likely a short or a software issue but ... defective on arrival. volume up was stuck. the button was fine so likely a short or a software issue but wasn't taking any chances after recent experiences.,False,"{'type': 'Point', 'coordinates': [144.9529565, -37.8187901]}",Olivia x460,1,Neutral
127,6207981ff1ffd716fe69db33,ORD131664,ID1288940365,2019-04-18,Thompson,"('Lucent 330S', 2)",3685,62.8,-37.8187901,144.9529565,15,3195.05,Autumn,True,0.8554,the button was fine so likely a short or a software issue but ... defective on arrival. volume up was stuck. the button was fine so likely a short or a software issue but wasn't taking any chances after recent experiences.,False,"{'type': 'Point', 'coordinates': [144.9529565, -37.8187901]}",Lucent 330S,2,Neutral
128,6207981ff1ffd716fe69da3b,ORD068250,ID0060096961,2019-02-20,Thompson,"('Olivia x460', 1)",15545,58.15,-37.8187778,144.9528494,25,11716.9,Summer,False,0.8486,not compatible with verizon reviews said this phone would work on verizon network. the phone i received is not compatible with verizon.,False,"{'type': 'Point', 'coordinates': [144.9528494, -37.8187778]}",Olivia x460,1,Neutral
128,6207981ff1ffd716fe69da3b,ORD068250,ID0060096961,2019-02-20,Thompson,"('iAssist Line', 2)",15545,58.15,-37.8187778,144.9528494,25,11716.9,Summer,False,0.8486,not compatible with verizon reviews said this phone would work on verizon network. the phone i received is not compatible with verizon.,False,"{'type': 'Point', 'coordinates': [144.9528494, -37.8187778]}",iAssist Line,2,Neutral
128,6207981ff1ffd716fe69da3b,ORD068250,ID0060096961,2019-02-20,Thompson,"('Lucent 330S', 1)",15545,58.15,-37.8187778,144.9528494,25,11716.9,Summer,False,0.8486,not compatible with verizon reviews said this phone would work on verizon network. the phone i received is not compatible with verizon.,False,"{'type': 'Point', 'coordinates': [144.9528494, -37.8187778]}",Lucent 330S,1,Neutral
128,6207981ff1ffd716fe69da3b,ORD068250,ID0060096961,2019-02-20,Thompson,"('Toshika 750', 2)",15545,58.15,-37.8187778,144.9528494,25,11716.9,Summer,False,0.8486,not compatible with verizon reviews said this phone would work on verizon network. the phone i received is not compatible with verizon.,False,"{'type': 'Point', 'coordinates': [144.9528494, -37.8187778]}",Toshika 750,2,Neutral
129,6207981ff1ffd716fe69db44,ORD106414,ID0575392033,2019-11-03,Nickolson,"('Lucent 330S', 2)",2610,104.71,-37.821389,144.9839684,0,2714.71,Spring,True,1.3054,five stars good,True,"{'type': 'Point', 'coordinates': [144.9839684, -37.821389]}",Lucent 330S,2,Neutral
129,6207981ff1ffd716fe69db44,ORD106414,ID0575392033,2019-11-03,Nickolson,"('iStream', 1)",2610,104.71,-37.821389,144.9839684,0,2714.71,Spring,True,1.3054,five stars good,True,"{'type': 'Point', 'coordinates': [144.9839684, -37.821389]}",iStream,1,Neutral
130,6207981ff1ffd716fe69da6c,ORD243905,ID4976805932,2019-12-09,Nickolson,"('Thunder line', 1)",13275,79.95,-37.8112924,144.9637186,0,13354.95,Summer,True,0.9612,👎 a-,True,"{'type': 'Point', 'coordinates': [144.9637186, -37.8112924]}",Thunder line,1,Neutral
130,6207981ff1ffd716fe69da6c,ORD243905,ID4976805932,2019-12-09,Nickolson,"('Lucent 330S', 1)",13275,79.95,-37.8112924,144.9637186,0,13354.95,Summer,True,0.9612,👎 a-,True,"{'type': 'Point', 'coordinates': [144.9637186, -37.8112924]}",Lucent 330S,1,Neutral
130,6207981ff1ffd716fe69da6c,ORD243905,ID4976805932,2019-12-09,Nickolson,"('Olivia x460', 1)",13275,79.95,-37.8112924,144.9637186,0,13354.95,Summer,True,0.9612,👎 a-,True,"{'type': 'Point', 'coordinates': [144.9637186, -37.8112924]}",Olivia x460,1,Neutral
130,6207981ff1ffd716fe69da6c,ORD243905,ID4976805932,2019-12-09,Nickolson,"('Toshika 750', 2)",13275,79.95,-37.8112924,144.9637186,0,13354.95,Summer,True,0.9612,👎 a-,True,"{'type': 'Point', 'coordinates': [144.9637186, -37.8112924]}",Toshika 750,2,Neutral
131,6207981ff1ffd716fe69d979,ORD019224,ID4544561904,2019-01-12,Nickolson,"('Universe Note', 1)",24800,57.61,-37.8114157,144.9730729,15,21137.61,Summer,False,0.8571,charger did not fit the charger didn't fit.,False,"{'type': 'Point', 'coordinates': [144.9730729, -37.8114157]}",Universe Note,1,Poor
131,6207981ff1ffd716fe69d979,ORD019224,ID4544561904,2019-01-12,Nickolson,"('Alcon 10', 2)",24800,57.61,-37.8114157,144.9730729,15,21137.61,Summer,False,0.8571,charger did not fit the charger didn't fit.,False,"{'type': 'Point', 'coordinates': [144.9730729, -37.8114157]}",Alcon 10,2,Poor
131,6207981ff1ffd716fe69d979,ORD019224,ID4544561904,2019-01-12,Nickolson,"('Olivia x460', 1)",24800,57.61,-37.8114157,144.9730729,15,21137.61,Summer,False,0.8571,charger did not fit the charger didn't fit.,False,"{'type': 'Point', 'coordinates': [144.9730729, -37.8114157]}",Olivia x460,1,Poor
131,6207981ff1ffd716fe69d979,ORD019224,ID4544561904,2019-01-12,Nickolson,"('iAssist Line', 1)",24800,57.61,-37.8114157,144.9730729,15,21137.61,Summer,False,0.8571,charger did not fit the charger didn't fit.,False,"{'type': 'Point', 'coordinates': [144.9730729, -37.8114157]}",iAssist Line,1,Poor
132,6207981ff1ffd716fe69d993,ORD406814,ID0452381262,2019-03-01,Thompson,"('Thunder line', 2)",21730,69.68,-37.8253426,144.9513179,10,19626.68,Autumn,False,1.459,"good phone... obviously, this isn't a newer pixel but it's a good phone.",True,"{'type': 'Point', 'coordinates': [144.9513179, -37.8253426]}",Thunder line,2,Good
132,6207981ff1ffd716fe69d993,ORD406814,ID0452381262,2019-03-01,Thompson,"('Toshika 750', 1)",21730,69.68,-37.8253426,144.9513179,10,19626.68,Autumn,False,1.459,"good phone... obviously, this isn't a newer pixel but it's a good phone.",True,"{'type': 'Point', 'coordinates': [144.9513179, -37.8253426]}",Toshika 750,1,Good
132,6207981ff1ffd716fe69d993,ORD406814,ID0452381262,2019-03-01,Thompson,"('pearTV', 2)",21730,69.68,-37.8253426,144.9513179,10,19626.68,Autumn,False,1.459,"good phone... obviously, this isn't a newer pixel but it's a good phone.",True,"{'type': 'Point', 'coordinates': [144.9513179, -37.8253426]}",pearTV,2,Good
132,6207981ff1ffd716fe69d993,ORD406814,ID0452381262,2019-03-01,Thompson,"('Candle Inferno', 1)",21730,69.68,-37.8253426,144.9513179,10,19626.68,Autumn,False,1.459,"good phone... obviously, this isn't a newer pixel but it's a good phone.",True,"{'type': 'Point', 'coordinates': [144.9513179, -37.8253426]}",Candle Inferno,1,Good
133,6207981ff1ffd716fe69db42,ORD277358,ID4544561907,2019-09-01,Nickolson,"('iAssist Line', 2)",13210,61.09,-37.8112736,144.9729621,15,11289.59,Spring,False,0.8684,"buy new! it was a nice phone features wise, but no one could hear me when i called and a message would pop up and say it couldnt recognize the sim card and restart. which kind of frustrating when i was looking at the maps",False,"{'type': 'Point', 'coordinates': [144.9729621, -37.8112736]}",iAssist Line,2,Good
133,6207981ff1ffd716fe69db42,ORD277358,ID4544561907,2019-09-01,Nickolson,"('Olivia x460', 2)",13210,61.09,-37.8112736,144.9729621,15,11289.59,Spring,False,0.8684,"buy new! it was a nice phone features wise, but no one could hear me when i called and a message would pop up and say it couldnt recognize the sim card and restart. which kind of frustrating when i was looking at the maps",False,"{'type': 'Point', 'coordinates': [144.9729621, -37.8112736]}",Olivia x460,2,Good
133,6207981ff1ffd716fe69db42,ORD277358,ID4544561907,2019-09-01,Nickolson,"('pearTV', 1)",13210,61.09,-37.8112736,144.9729621,15,11289.59,Spring,False,0.8684,"buy new! it was a nice phone features wise, but no one could hear me when i called and a message would pop up and say it couldnt recognize the sim card and restart. which kind of frustrating when i was looking at the maps",False,"{'type': 'Point', 'coordinates': [144.9729621, -37.8112736]}",pearTV,1,Good
134,6207981ff1ffd716fe69d9af,ORD386513,ID0746912612,2019-09-07,Nickolson,"('Lucent 330S', 2)",17410,66.7,-37.8248801,144.9847117,5,22306.28,Spring,False,1.5055,"la pantalla dejo de funcionar sorry, this video is unsupported on this browser.  luego de 24 horas la pantalla dejo de funcionar y solo parpadea como muestra el video",False,"{'type': 'Point', 'coordinates': [144.9847117, -37.8248801]}",Lucent 330S,2,Poor
134,6207981ff1ffd716fe69d9af,ORD386513,ID0746912612,2019-09-07,Nickolson,"('pearTV', 1)",17410,66.7,-37.8248801,144.9847117,5,22306.28,Spring,False,1.5055,"la pantalla dejo de funcionar sorry, this video is unsupported on this browser.  luego de 24 horas la pantalla dejo de funcionar y solo parpadea como muestra el video",False,"{'type': 'Point', 'coordinates': [144.9847117, -37.8248801]}",pearTV,1,Poor
134,6207981ff1ffd716fe69d9af,ORD386513,ID0746912612,2019-09-07,Nickolson,"('Toshika 750', 2)",17410,66.7,-37.8248801,144.9847117,5,22306.28,Spring,False,1.5055,"la pantalla dejo de funcionar sorry, this video is unsupported on this browser.  luego de 24 horas la pantalla dejo de funcionar y solo parpadea como muestra el video",False,"{'type': 'Point', 'coordinates': [144.9847117, -37.8248801]}",Toshika 750,2,Poor
135,6207981ff1ffd716fe69da2d,ORD401780,ID0575434361,2019-05-21,Nickolson,"('Lucent 330S', 1)",22800,64.78,-37.8209822,144.9845129,10,20584.78,Autumn,False,1.3422,love the phone second one i've owned after dropping the first one and cracking the screen...even in a heavy duty otter box. good phone.,True,"{'type': 'Point', 'coordinates': [144.9845129, -37.8209822]}",Lucent 330S,1,Good
135,6207981ff1ffd716fe69da2d,ORD401780,ID0575434361,2019-05-21,Nickolson,"('pearTV', 2)",22800,64.78,-37.8209822,144.9845129,10,20584.78,Autumn,False,1.3422,love the phone second one i've owned after dropping the first one and cracking the screen...even in a heavy duty otter box. good phone.,True,"{'type': 'Point', 'coordinates': [144.9845129, -37.8209822]}",pearTV,2,Good
135,6207981ff1ffd716fe69da2d,ORD401780,ID0575434361,2019-05-21,Nickolson,"('Alcon 10', 1)",22800,64.78,-37.8209822,144.9845129,10,20584.78,Autumn,False,1.3422,love the phone second one i've owned after dropping the first one and cracking the screen...even in a heavy duty otter box. good phone.,True,"{'type': 'Point', 'coordinates': [144.9845129, -37.8209822]}",Alcon 10,1,Good
136,6207981ff1ffd716fe69dab1,ORD082002,ID0246439398,2019-12-08,Nickolson,"('Olivia x460', 2)",6200,73.85,-37.8105418,144.9720184,5,5963.85,Summer,False,0.9223,"as good as the others, but half the price really impressed by the operating speed and camera, this phone is just as good as its more expensive competitors.if you're looking for a new phone, the oneplus 6 is your answer.",True,"{'type': 'Point', 'coordinates': [144.9720184, -37.8105418]}",Olivia x460,2,Good
136,6207981ff1ffd716fe69dab1,ORD082002,ID0246439398,2019-12-08,Nickolson,"('Universe Note', 1)",6200,73.85,-37.8105418,144.9720184,5,5963.85,Summer,False,0.9223,"as good as the others, but half the price really impressed by the operating speed and camera, this phone is just as good as its more expensive competitors.if you're looking for a new phone, the oneplus 6 is your answer.",True,"{'type': 'Point', 'coordinates': [144.9720184, -37.8105418]}",Universe Note,1,Good
136,6207981ff1ffd716fe69dab1,ORD082002,ID0246439398,2019-12-08,Nickolson,"('iStream', 2)",6200,73.85,-37.8105418,144.9720184,5,5963.85,Summer,False,0.9223,"as good as the others, but half the price really impressed by the operating speed and camera, this phone is just as good as its more expensive competitors.if you're looking for a new phone, the oneplus 6 is your answer.",True,"{'type': 'Point', 'coordinates': [144.9720184, -37.8105418]}",iStream,2,Good
137,6207981ff1ffd716fe69d9d5,ORD354413,ID2948774564,2019-12-06,Nickolson,"('Universe Note', 2)",12790,75.04,-37.8103989,144.9726914,15,10946.54,Summer,False,0.9532,five stars good phone love it,True,"{'type': 'Point', 'coordinates': [144.9726914, -37.8103989]}",Universe Note,2,Good
137,6207981ff1ffd716fe69d9d5,ORD354413,ID2948774564,2019-12-06,Nickolson,"('Thunder line', 2)",12790,75.04,-37.8103989,144.9726914,15,10946.54,Summer,False,0.9532,five stars good phone love it,True,"{'type': 'Point', 'coordinates': [144.9726914, -37.8103989]}",Thunder line,2,Good
137,6207981ff1ffd716fe69d9d5,ORD354413,ID2948774564,2019-12-06,Nickolson,"('iStream', 2)",12790,75.04,-37.8103989,144.9726914,15,10946.54,Summer,False,0.9532,five stars good phone love it,True,"{'type': 'Point', 'coordinates': [144.9726914, -37.8103989]}",iStream,2,Good
137,6207981ff1ffd716fe69d9d5,ORD354413,ID2948774564,2019-12-06,Nickolson,"('Lucent 330S', 1)",12790,75.04,-37.8103989,144.9726914,15,10946.54,Summer,False,0.9532,five stars good phone love it,True,"{'type': 'Point', 'coordinates': [144.9726914, -37.8103989]}",Lucent 330S,1,Good
138,6207981ff1ffd716fe69dac1,ORD036597,ID1496246606,2019-09-25,Nickolson,"('Thunder line', 2)",8670,82.93,-37.8271233,144.9851161,0,8752.93,Spring,False,1.6657,one of the best for the price fast and snappy great build quality,True,"{'type': 'Point', 'coordinates': [144.9851161, -37.8271233]}",Thunder line,2,Good
138,6207981ff1ffd716fe69dac1,ORD036597,ID1496246606,2019-09-25,Nickolson,"('Candle Inferno', 2)",8670,82.93,-37.8271233,144.9851161,0,8752.93,Spring,False,1.6657,one of the best for the price fast and snappy great build quality,True,"{'type': 'Point', 'coordinates': [144.9851161, -37.8271233]}",Candle Inferno,2,Good
138,6207981ff1ffd716fe69dac1,ORD036597,ID1496246606,2019-09-25,Nickolson,"('Universe Note', 1)",8670,82.93,-37.8271233,144.9851161,0,8752.93,Spring,False,1.6657,one of the best for the price fast and snappy great build quality,True,"{'type': 'Point', 'coordinates': [144.9851161, -37.8271233]}",Universe Note,1,Good
139,6207981ff1ffd716fe69da80,ORD027740,ID4120677337,2019-11-13,Nickolson,"('pearTV', 2)",17070,104.42,-37.8101023,144.9641327,10,15467.42,Spring,True,1.0587,quick delivery fabulous!,True,"{'type': 'Point', 'coordinates': [144.9641327, -37.8101023]}",pearTV,2,Neutral
139,6207981ff1ffd716fe69da80,ORD027740,ID4120677337,2019-11-13,Nickolson,"('iAssist Line', 2)",17070,104.42,-37.8101023,144.9641327,10,15467.42,Spring,True,1.0587,quick delivery fabulous!,True,"{'type': 'Point', 'coordinates': [144.9641327, -37.8101023]}",iAssist Line,2,Neutral
