fid,etiqueta,granularidad,cod_tipocat,cod_tipo,nom_tipo,cod_categor,nom_categor,gcd_isla,nom_isla,gcd_entitur,nom_entitur,gcd_nucltur,nom_nucltur,gcd_municipio,nom_municipio,direccion,prc_habita,prc_plazas,longitud,latitud,geohash,utm_x,utm_y
"431",APARTAMENTOS MALIBU,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,"35012",Mogán,"CALLE ROQUE DEL ESTE, 26",Menor de 20 apartamentos,Menor de 50 plazas,-15.70565615,27.787097997,esuy4d7rxd,430481.22,3073818.07
"432",BUNGALOWS ARTEMISA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,TIMPLE 5,De 20 a 39 apartamentos,De 50 a 119 plazas,-15.57772451,27.760414718,esuvvt8shs,443070.98,3070796.43
"433",HOTEL ESCORIAL,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE ITALIA, 6",De 150 a 299 habitaciones,De 350 a 649 plazas,-15.56283059,27.764053686,esuvvy73rf,444540.5,3071192.73
"434",APARTAMENTOS LA VENECIA DE CANARIAS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B11,Puerto de Mogán,"35012",Mogán,URBANIZACIÓN PUERTO DE MOGAN LOCAL 328,De 40 a 79 apartamentos,260 o más plazas,-15.76481493,27.817856046,esuy3206v0,424674.13,3077260.24
"435",VILLAS MIRADOR DEL MAR,ALOJAMIENTOS,H1,5510_L1,Hotel,"1",1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B14,Amadores,"35012",Mogán,"CALLE TIMANFAYA, 39/29",Menor de 50 habitaciones,Menor de 100 plazas,-15.71179181,27.794549244,esuy47z4bx,429881.52,3074646.98
"436",BUNGALOWS CASAS DEL SOL,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B31,Playa Blanca: Montaña Roja,"35034",Yaiza,"AVENIDA DE CANARIAS, 1",80 o más apartamentos,De 120 a 259 plazas,-13.83590696,28.861084728,etnhjnj000,613538.05,3193151.93
"437",APARTAMENTOS PERLA GRIS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B11,Callao Salvaje,"38001",Adeje,"CALLE LA LAVA, 4",80 o más apartamentos,De 120 a 259 plazas,-16.78390685,28.129318583,eth040f34t,324795.78,3112813.97
"438",LABRANDA BAHIA FAÑÁBE & VILLAS,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"AVENIDA BRUSELAS, 5 Y 7",80 o más apartamentos,De 120 a 259 plazas,-16.7342484,28.088356103,esupg1q6x9,329609.02,3108204.48
"439","APARTAMENTOS OLIVOS, LOS",ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"CALLE PARIS, 1",80 o más apartamentos,260 o más plazas,-16.736083,28.087509198,esupg1jjt5,329427.4,3108113.21
"440",APARTAMENTOS PARQUE DEL SOL,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,"CALLE LONDRES, 11 URBANIZACIÓN. PLAYA FAÑABE",80 o más apartamentos,260 o más plazas,-16.73601887,28.089645742,esupg1t4n3,329437.08,3108349.86
"441",APARTAMENTOS ROYAL SUNSET BEACH CLUB,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"CALLE LONDRES, 6 URBANIZACIÓN. PLAYA DE FAÑABE",80 o más apartamentos,260 o más plazas,-16.73438791,28.087083277,esupg1n7h7,329593.3,3108063.64
"442",APARTAMENTOS CARIBE,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B21,Las Américas - Adeje,"38001",Adeje,"AVENIDA V CENTENARIO, 3",80 o más apartamentos,De 120 a 259 plazas,-16.72722714,28.067626425,esupeme9g2,330266.38,3105897.72
"443",APARTAMENTOS CLUB LA COSTA PARADISE,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B15,Torviscas - Fañabé Alto,"38001",Adeje,"CALLE GALICIA, 6 URBANIZACIÓN. TORVISCAS ALTO",80 o más apartamentos,260 o más plazas,-16.72295509,28.086933138,esupg3ndnz,330716.55,3108031.04
"444",HOTEL IBEROSTAR SELECTION LANZAROTE PARK,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B31,Playa Blanca: Montaña Roja,"35034",Yaiza,AVENIDA ARCHIPIELAGO 7,300 o más habitaciones,650 o más plazas,-13.83932951,28.85654624,etnhjj4t84,613209.13,3192645.79
"445",HOTEL ABORA INTERCLUB ATLANTIC,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B43,San Agustín,"35019",San Bartolomé de Tirajana,"CALLE LOS JAZMINES, 2",300 o más habitaciones,650 o más plazas,-15.53451778,27.771241066,esuvyx855q,447333.86,3071976.46
"446",APARTAMENTOS GREEN GARDEN  RESORT,ALOJAMIENTOS,A4,5510_L6,Apartamentos,"4",4 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B22,Las Américas - Arona,"38006",Arona,"CALLE LANDA, 1",80 o más apartamentos,260 o más plazas,-16.7199246,28.063705473,esupesbfvt,330977.98,3105453.1
"447",APARTAMENTOS LAGOS DE FAÑABE,ALOJAMIENTOS,A4,5510_L6,Apartamentos,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"CALLE LONDRES, 7 URBANIZACIÓN. PLAYA DE FAÑABÉ",80 o más apartamentos,260 o más plazas,-16.73565912,28.086855115,esupg1j3yc,329468.02,3108040.14
"448",APARTAMENTOS REGENCY CLUB,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B15,Torviscas - Fañabé Alto,"38001",Adeje,"CALLE CATALUÑA, 2 TORVISCAS ALTA",80 o más apartamentos,260 o más plazas,-16.72578512,28.085687958,esupg2uduz,330436.49,3107897.01
"449",APARTAMENTOS WIMPEN SUEÑO AZUL,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B11,Callao Salvaje,"38001",Adeje,"CALLE DUARTE, S/N. (CALLAO SALVAJE)",De 20 a 39 apartamentos,De 120 a 259 plazas,-16.78130655,28.13190883,eth041k0pp,325055.42,3113097.24
"450",APARTAMENTOS SUNSET BAY CLUB,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"CALLE ANTONIO NAVARRO, 1 URBANIZACIÓN TORVISCAS",80 o más apartamentos,260 o más plazas,-16.73188803,28.083032099,esupg225wb,329832.57,3107611.25
"451",APARTAMENTOS SUNSET HARBOUR CLUB,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"CALLE VALENCIA, 3",80 o más apartamentos,260 o más plazas,-16.73485462,28.081825174,esupg0nh3x,329539.13,3107481.67
"452",HOTEL TROPICAL PARK,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B11,Callao Salvaje,"38001",Adeje,"CALLE EL JABLE, 41 - URBANIZACIÓN. CALLAO SALVAJE",De 150 a 299 habitaciones,De 350 a 649 plazas,-16.78015168,28.130614806,eth041j0dn,325166.76,3112952.19
"453",BUNGALOWS PARQUE DE LAS AMERICAS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B21,Las Américas - Adeje,"38001",Adeje,"AVENIDA RAFAEL PUIG, 16",De 40 a 79 apartamentos,De 120 a 259 plazas,-16.73067034,28.071421787,esupeq1pgh,329933.94,3106323.07
"454",APARTAMENTOS CIUDAD JARDIN-OLYMPUS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"AVDA. DE LOS PUEBLOS, 16",80 o más apartamentos,260 o más plazas,-16.73100828,28.074952484,esupeqbu7q,329906.29,3106714.76
"455",APARTAMENTOS PUERTO COLON CLUB,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,PUERTO DEPORTIVO PUERTO COLON. SAN EUGENIO,De 20 a 39 apartamentos,De 50 a 119 plazas,-16.73582006,28.077559181,esupepm7eh,329437.51,3107010.33
"456",HOTEL BOHEMIA SUITES SPA,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA ESTADOS UNIDOS, 28",De 50 a 149 habitaciones,De 100 a 349 plazas,-15.57025062,27.756302365,esuvvsyh4v,443805.36,3070337.45
"457",APARTAMENTOS TINERFE GARDEN-TIGARSUR,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"AVENIDA LOS PUEBLOS, 24",De 40 a 79 apartamentos,De 120 a 259 plazas,-16.73100833,28.079098697,esuper8ue5,329912.82,3107174.18
"458",APARTAMENTOS SOLMAR,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B23,Los Cristianos,"38006",Arona,"CALLEJÓN DE LEANDRA, 2",De 20 a 39 apartamentos,De 50 a 119 plazas,-16.71955076,28.050849528,esuped90n1,330994.61,3104028.09
"459",HOTEL ALBORADA OCEAN CLUB,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES709,Tenerife,ES709B3,Abona,ES709B31,Costa del Silencio,"38006",Arona,"AVENIDA FERNANDO SALAZAR GONZALEZ, S/N.",De 150 a 299 habitaciones,650 o más plazas,-16.65273066,28.008648276,esupm4cf5q,337499.64,3099261.2
"460",APARTAMENTOS AGUAMAR,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B23,Los Cristianos,"38006",Arona,"CALLE ALBANY, S/N",80 o más apartamentos,260 o más plazas,-16.70926627,28.053925687,esupeg09vy,332010.37,3104354.71
"461",APARTAMENTOS CRISTIAN SUR (ARCO IRIS),ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B23,Los Cristianos,"38006",Arona,"AVENIDA AMSTERDAN, 4",80 o más apartamentos,260 o más plazas,-16.71052699,28.052439005,esupedzc23,331884.13,3104191.72
"462",APARTAMENTOS BAHIA COLON,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B23,Los Cristianos,"38006",Arona,"CALLE LA PALOMA, 3",Menor de 20 apartamentos,Menor de 50 plazas,-16.71916738,28.05148436,esuped97xp,331033.29,3104097.9
"463","APARTAMENTOS CLAVELES, LOS",ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B23,Los Cristianos,"38006",Arona,"ASOMADA DE LOS CERES, S/N",80 o más apartamentos,260 o más plazas,-16.70663773,28.055819339,esupeg6sgp,332271.69,3104560.91
"464",APARTAMENTOS COMODORO-RAVEL,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B23,Los Cristianos,"38006",Arona,"AVENIDA JUAN CARLOS I, 30",De 20 a 39 apartamentos,Menor de 50 plazas,-16.71216779,28.049029948,esupednt6q,331717.53,3103816.25
"465",APARTAMENTOS COSTAMAR-VALIENTE,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B23,Los Cristianos,"38006",Arona,"AVENIDA JUAN CARLOS I, 40",De 20 a 39 apartamentos,De 50 a 119 plazas,-16.71008709,28.045077218,esupec2n6t,331915.92,3103375.4
"466",APARTAMENTOS HOLLYWOOD MIRAGE,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B23,Los Cristianos,"38006",Arona,URBANIZACIÓN OASIS DEL SUR,80 o más apartamentos,260 o más plazas,-16.70312936,28.052211941,esupeftpuz,332610.96,3104156.37
"467",HOTEL RIU PALACE OASIS,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B31,Meloneras,"35019",San Bartolomé de Tirajana,"PLAZA LAS PALMERAS, S/N",300 o más habitaciones,650 o más plazas,-15.59727075,27.736509947,esuvv162vh,441132,3068157.59
"468",APARTAMENTOS MAR Y SOL,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B23,Los Cristianos,"38006",Arona,"AVENIDA AMSTERDAN, 8",80 o más apartamentos,260 o más plazas,-16.70751223,28.049626265,esupef3byt,332176.11,3103875.9
"469",APARTAMENTOS GRAN OASIS RESORT,ALOJAMIENTOS,A4,5510_L6,Apartamentos,"4",4 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B22,Las Américas - Arona,"38006",Arona,"CALLE MEANDRO, 3",80 o más apartamentos,260 o más plazas,-16.71317692,28.063336539,esupesvbfc,331640.63,3105402.87
"470",APARTAMENTOS OHASIS BOUTIQUE SUITES,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B23,Los Cristianos,"38006",Arona,"CALLE SAN FRANCISCO, 15",80 o más apartamentos,260 o más plazas,-16.70466657,28.055730296,esupegkh3p,332465.31,3104548.33
"471",APARTAMENTOS PALOMA BEACH,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B23,Los Cristianos,"38006",Arona,"AVENIDA JUAN CARLOS I, S/N",80 o más apartamentos,260 o más plazas,-16.70894977,28.044816657,esupec2uvk,332027.32,3103344.96
"472",KLAYMAN OLIVINA  APARTHOTEL,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B23,Los Cristianos,"38006",Arona,"AVENIDA AMSTERDAM, 6",De 50 a 149 habitaciones,De 100 a 349 plazas,-16.70818806,28.050479202,esupef3myu,332111,3103971.34
"473",APARTAMENTOS ROYAL PALM,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B23,Los Cristianos,"38006",Arona,URBANIZACIÓN OASIS DEL SUR,80 o más apartamentos,260 o más plazas,-16.70496399,28.050905276,esupefeb65,332428.59,3104014.11
"474",APARTAMENTOS VICTORIA COURT 2,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B23,Los Cristianos,"38006",Arona,CALLE LOCAL 1 Victoria Court II,De 40 a 79 apartamentos,De 120 a 259 plazas,-16.70865475,28.048424454,esupef11uj,332061.93,3103744.31
"475",CHECKIN BUNGALOWS ATLANTIDA,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B23,Los Cristianos,"38006",Arona,"AVENIDA LONDRES, 3",80 o más apartamentos,260 o más plazas,-16.71025442,28.050502213,esupedrynb,331907.91,3103976.74
"476",APARTAMENTOS WESTHAVEN BAY,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES709,Tenerife,ES709B3,Abona,ES709B31,Costa del Silencio,"38006",Arona,"CALLE DE LA T, 15",De 20 a 39 apartamentos,De 50 a 119 plazas,-16.64657235,28.005129449,esupm4nmdy,338099.97,3098863.12
"477",APARTAMENTOS MARINO TENERIFE,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B3,Abona,ES709B31,Costa del Silencio,"38006",Arona,"CALLE MINERVA, 2",80 o más apartamentos,260 o más plazas,-16.64082658,28.0075967,esupm6ds0d,338668.69,3099128.88
"478",HOTEL HL SUITEHOTEL PLAYA DEL INGLES,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE ITALIA, 21",De 150 a 299 habitaciones,De 350 a 649 plazas,-15.56728365,27.759431084,esuvvv2nrv,444099.34,3070682.68
"479",APARTAMENTOS LOS CARDONES,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B22,Las Américas - Arona,"38006",Arona,"AVENIDA RAFAEL PUIG, S/N",De 40 a 79 apartamentos,De 50 a 119 plazas,-16.73247277,28.059814779,esupehpu30,329738.49,3105039.48
"480",APARTAMENTOS COMPOSTELA BEACH,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B22,Las Américas - Arona,"38006",Arona,"AVENIDA DE LAS AMERICAS, 8",80 o más apartamentos,260 o más plazas,-16.72187802,28.063431261,esupekz924,330785.55,3105425.43
"481","APARTAMENTOS FLORITAS, LAS",ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B22,Las Américas - Arona,"38006",Arona,"CALLE ARQUITECTO GOMEZ CUESTA, 16",80 o más apartamentos,260 o más plazas,-16.72680794,28.062337868,esupekefvn,330299.27,3105311.14
"482",HOTEL VANILLA GARDEN,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B22,Las Américas - Arona,"38006",Arona,"ARQUITECTO GOMEZ CUESTA, 5",De 50 a 149 habitaciones,De 100 a 349 plazas,-16.72927784,28.066301918,esupem6459,330062.74,3105753.82
"483",APARTAMENTOS PARQUE SANTIAGO III-SANTIAGO SUR,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B22,Las Américas - Arona,"38006",Arona,"AVENIDA DE LAS AMERICAS, S/N",80 o más apartamentos,260 o más plazas,-16.73319162,28.055032433,esupe5r22m,329660.29,3104510.58
"484",APARTAMENTOS PARQUE SANTIAGO IV,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B22,Las Américas - Arona,"38006",Arona,"AVENIDA LAS AMERICAS, S/N",80 o más apartamentos,260 o más plazas,-16.73503304,28.055138228,esupe5mcj2,329479.45,3104524.88
"485",APARTAMENTOS PLAYAZUL-II,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B22,Las Américas - Arona,"38006",Arona,"CALLE ARQUITECTO GOMEZ CUESTA, 6",80 o más apartamentos,260 o más plazas,-16.72907712,28.065604114,esupem4mbp,330081.37,3105676.22
"486",APARTAMENTOS VISTASUR,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B22,Las Américas - Arona,"38006",Arona,"AVENIDA DE LAS AMERICAS, 10",De 40 a 79 apartamentos,De 120 a 259 plazas,-16.72690988,28.053835744,esupe75c6w,330275.89,3104369.21
"487",BUNGALOWS PARQUE CRISTOBAL-TENERIFE,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B22,Las Américas - Arona,"38006",Arona,"AVENIDA RAFAEL PUIG, 17",80 o más apartamentos,260 o más plazas,-16.73157697,28.060600599,esupek22vg,329827.78,3105125.3
"488",HOTEL OCEANO HEALTH AND SPA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B9,Resto de Tenerife,ES709B9,Resto de Tenerife,"38023",La Laguna,"CALLE OCEANO PACIFICO, 1",De 50 a 149 habitaciones,De 100 a 349 plazas,-16.33099433,28.566686055,eth6s2kjh2,369817.88,3160702.82
"489",HOTEL SANDY BEACH,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE LOS MENCEYES, 1",De 150 a 299 habitaciones,De 350 a 649 plazas,-15.57067855,27.757878943,esuvvtjv2g,443764,3070512.29
"490",APARTAMENTOS FINCA EL RINCON,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES709,Tenerife,ES709B9,Resto de Tenerife,ES709B9,Resto de Tenerife,"38026",La Orotava,CALLE CAMINO DEL ANCON 38,Menor de 20 apartamentos,Menor de 50 plazas,-16.51094208,28.41666432,eth38m1554,352006.26,3144288.57
"491",APARTAMENTOS AMBASSADOR - PARQUE FARRAIS,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B5,Puerto de la Cruz turístico,ES709B53,Taoro - La Paz,"38028",Puerto de la Cruz,"CALLE GRANADOS, 18 URBANIZACIÓN. EL DURZNO",De 40 a 79 apartamentos,De 120 a 259 plazas,-16.53812523,28.407661413,eth1xemq9g,349330.63,3143324.74
"492",APARTAMENTOS CANAIMA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES709,Tenerife,ES709B5,Puerto de la Cruz turístico,ES709B52,Conjunto Histórico,"38028",Puerto de la Cruz,"CALLE AGUSTIN ESPINOSA, 15",Menor de 20 apartamentos,Menor de 50 plazas,-16.55598824,28.414415882,eth1xk8mcx,347590.27,3144095.65
"493",APARTAMENTOS CASABLANCA,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B5,Puerto de la Cruz turístico,ES709B53,Taoro - La Paz,"38028",Puerto de la Cruz,"CALZADA DE MARTIANEZ, 4",80 o más apartamentos,260 o más plazas,-16.54314641,28.413908535,eth1xs9eh8,348847.58,3144023.24
"494",APARTAMENTOS CHINYERO,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES709,Tenerife,ES709B5,Puerto de la Cruz turístico,ES709B53,Taoro - La Paz,"38028",Puerto de la Cruz,"CARRETERA BOTANICO, 25",De 20 a 39 apartamentos,De 50 a 119 plazas,-16.54362919,28.412898496,eth1xs3m1k,348798.85,3143911.93
"495",APARTAMENTOS TIGAIGA SUITES,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B5,Puerto de la Cruz turístico,ES709B51,Playa Jardín - Maritim,"38028",Puerto de la Cruz,"CALLE CAMINO DEL COCHE, 7",De 20 a 39 apartamentos,De 50 a 119 plazas,-16.55034539,28.40966202,eth1x7u6m0,348136.28,3143561.77
"496",APARTAMENTOS MASARU,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B5,Puerto de la Cruz turístico,ES709B53,Taoro - La Paz,"38028",Puerto de la Cruz,"CALLE ROBLES, LOS, 2 URBANIZACIÓN. LA PAZ",80 o más apartamentos,260 o más plazas,-16.53776046,28.414814387,eth1xsv863,349376.49,3144116.86
"497",APARTAMENTOS PARK PLAZA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES709,Tenerife,ES709B5,Puerto de la Cruz turístico,ES709B52,Conjunto Histórico,"38028",Puerto de la Cruz,"CALLE JOSE ARROYO, 4",De 40 a 79 apartamentos,De 50 a 119 plazas,-16.55137537,28.415975051,eth1xkgxj1,348044.39,3144262.58
"498",APARTAMENTOS PARQUE VACACIONAL EDEN,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B5,Puerto de la Cruz turístico,ES709B53,Taoro - La Paz,"38028",Puerto de la Cruz,"CALLE FRANCIA, 8",80 o más apartamentos,260 o más plazas,-16.54365835,28.409222213,eth1xe9r8y,348790.77,3143504.62
"499",APARTAMENTOS PEZ AZUL,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B5,Puerto de la Cruz turístico,ES709B53,Taoro - La Paz,"38028",Puerto de la Cruz,"CALLE RECTOR BENITO RODRIGUEZ RIOS, 1",80 o más apartamentos,260 o más plazas,-16.54276018,28.412502493,eth1xs3fvd,348883.42,3143866.96
"500",PARADOR NACIONAL DE LA PALMA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38009",Breña Baja,"CARRETERA DEL ZUMACAL, S/N",De 50 a 149 habitaciones,De 100 a 349 plazas,-17.77498316,28.651285688,et56gxb9uf,228756.98,3172503.09
"501",APARTAMENTOS TEIDE MAR,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B5,Puerto de la Cruz turístico,ES709B53,Taoro - La Paz,"38028",Puerto de la Cruz,"CALLE ACEVIÑOS, 6 URBANIZACIÓN. LA PAZ",80 o más apartamentos,260 o más plazas,-16.53662323,28.415050323,eth1xsy3sv,349488.23,3144141.58
